IoT,Fecha,Hora,Temperatura,Humedad,Presion_Atmosferica,Intensidad_Luz,Viento,UV
E12_MIX_8,11/03/2023,03:18:46,21,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:18:55,21,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,864.03,839.0,0,0
E9_CAP_12,03/11/2023,02:53:17,20.0,65.0,8496.0,672.0,0,0
E12_MIX_8,11/03/2023,03:19:10,21,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:19:20,21,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:19:29,21,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,864.02,839.0,0,0
E12_MIX_8,11/03/2023,03:19:39,21,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:19:49,21,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:19:58,21,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:20:08,21,60,85723.28,0.5,0,NaN
Estacion_2_Villa_Nueva_Zona_12,11/03/2023,03:20:54,23,56,1017,1067,12,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.95,843.0,0,0
E12_MIX_8,11/03/2023,03:20:23,21,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:20:32,21,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:20:42,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:20:51,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:21:01,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:21:10,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:21:20,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,864.11,857.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,864.03,832.0,0,0
E12_MIX_8,11/03/2023,03:21:35,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:21:45,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:21:54,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:22:04,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:22:13,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:22:23,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:22:33,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,864.04,842.0,0,0
E12_MIX_8,11/03/2023,03:22:47,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:22:57,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:23:07,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:23:16,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:23:26,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:23:35,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:23:45,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,864.11,887.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,864.03,852.0,0,0
E12_MIX_8,11/03/2023,03:24:00,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:24:09,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:24:19,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:24:28,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:24:38,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:24:48,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:24:57,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,864.08,824.0,0,0
E12_MIX_8,11/03/2023,03:25:12,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:25:22,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,864.08,845.0,0,0
E12_MIX_8,11/03/2023,03:25:31,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:25:41,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:25:50,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:26:00,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:26:10,20,60,85723.28,0.5,0,NaN
Estacion_2_Villa_Nueva_Zona_12,11/03/2023,03:26:37,23,56,1026,1234,12,0
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.99,848.0,0,0
E12_MIX_8,11/03/2023,03:26:25,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:26:34,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:26:44,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:26:53,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:27:03,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:27:12,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:27:22,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,864.02,823.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,864.0,841.0,0,0
E12_MIX_8,11/03/2023,03:27:37,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:27:47,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:27:56,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:28:06,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:28:15,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:28:25,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:28:34,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,864.06,838.0,0,0
E12_MIX_8,11/03/2023,03:28:50,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:28:59,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:29:09,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:29:18,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:29:28,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:29:38,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:29:47,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,864.0,843.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.98,843.0,0,0
E12_MIX_8,11/03/2023,03:30:02,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:30:12,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:30:21,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:30:31,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:30:40,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:30:50,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:30:59,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,864.03,826.0,0,0
E12_MIX_8,11/03/2023,03:31:14,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.97,845.0,0,0
E12_MIX_8,11/03/2023,03:31:24,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:31:33,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:31:43,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:31:52,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:32:02,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:32:12,20,60,85723.28,0.5,0,NaN
Estacion_2_Villa_Nueva_Zona_12,11/03/2023,03:32:20,23,56,1018,1267,12,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.95,844.0,0,0
E12_MIX_8,11/03/2023,03:32:27,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:32:36,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:32:46,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:32:55,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:33:05,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:33:14,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:33:24,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.95,841.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.95,840.0,0,0
E12_MIX_8,11/03/2023,03:33:39,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:33:48,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:33:58,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:34:08,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:34:17,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:34:27,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:34:36,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.99,837.0,0,0
E12_MIX_8,11/03/2023,03:34:51,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:35:01,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:35:10,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:35:20,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:35:29,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:35:39,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:35:49,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,864.02,837.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,864.01,831.0,0,0
E12_MIX_8,11/03/2023,03:36:03,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:36:13,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:36:22,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:36:32,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:36:42,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:36:51,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:37:01,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.99,838.0,0,0
Estacion_2_Villa_Nueva_Zona_12,11/03/2023,03:38:03,23,56,1008,1043,12,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.97,839.0,0,0
E12_MIX_8,11/03/2023,03:37:16,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:37:25,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:37:35,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:37:44,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:37:54,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:38:04,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:38:13,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,864.01,830.0,0,0
E12_MIX_8,11/03/2023,03:38:28,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:38:37,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:38:47,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:38:57,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:39:06,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:39:16,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:39:25,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.95,841.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.95,832.0,0,0
E12_MIX_8,11/03/2023,03:39:40,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:39:50,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:39:59,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:40:09,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:40:19,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:40:28,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:40:38,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.93,837.0,0,0
E12_MIX_8,11/03/2023,03:40:53,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:41:02,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:41:12,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:41:21,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:41:31,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:41:40,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:41:50,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.99,845.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.98,842.0,0,0
E12_MIX_8,11/03/2023,03:42:05,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:42:14,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:42:24,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:42:33,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:42:43,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:42:53,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:43:02,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.94,844.0,0,0
Estacion_2_Villa_Nueva_Zona_12,11/03/2023,03:43:45,23,56,1022,1201,12,0
E12_MIX_8,11/03/2023,03:43:17,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.93,847.0,0,0
E12_MIX_8,11/03/2023,03:43:27,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:43:36,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:43:46,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:43:55,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:44:05,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:44:14,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.95,844.0,0,0
E12_MIX_8,11/03/2023,03:44:29,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:44:39,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:44:48,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:44:58,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:45:08,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:45:17,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:45:27,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.95,839.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.96,841.0,0,0
E12_MIX_8,11/03/2023,03:45:42,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:45:51,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:46:01,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:46:10,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:46:20,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:46:29,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:46:39,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.96,841.0,0,0
E12_MIX_8,11/03/2023,03:46:54,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:47:03,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:47:13,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:47:23,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:47:32,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:47:42,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.88,839.0,0,0
E12_MIX_8,11/03/2023,03:47:51,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.93,843.0,0,0
E12_MIX_8,11/03/2023,03:48:06,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:48:16,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:48:25,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:48:35,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:48:45,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:48:54,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:49:04,20,60,85723.28,0.5,0,NaN
Estacion_2_Villa_Nueva_Zona_12,11/03/2023,03:49:28,23,56,1016,1144,13,0
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.9,842.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,864.0,838.0,0,0
E12_MIX_8,11/03/2023,03:49:19,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:49:28,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:49:38,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:49:47,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:49:57,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:50:06,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:50:16,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.97,839.0,0,0
E12_MIX_8,11/03/2023,03:50:31,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:50:40,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:50:50,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:51:00,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:51:09,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:51:19,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:51:28,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,864.07,837.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.97,829.0,0,0
E12_MIX_8,11/03/2023,03:51:43,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:51:53,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:52:03,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:52:12,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:52:22,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:52:31,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:52:41,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,864.0,843.0,0,0
E12_MIX_8,11/03/2023,03:52:56,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:53:05,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:53:15,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:53:24,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:53:34,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.92,838.0,0,0
E12_MIX_8,11/03/2023,03:53:44,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:53:53,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.97,831.0,0,0
E12_MIX_8,11/03/2023,03:54:08,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:54:18,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:54:27,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:54:37,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:54:46,20,61,85723.28,0.5,0,NaN
Estacion_2_Villa_Nueva_Zona_12,11/03/2023,03:55:10,23,56,1012,1205,13,0
E12_MIX_8,11/03/2023,03:54:56,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:55:05,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.93,823.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.96,842.0,0,0
E12_MIX_8,11/03/2023,03:55:20,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:55:30,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:55:39,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:55:49,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:55:59,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:56:08,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:56:18,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.92,831.0,0,0
E12_MIX_8,11/03/2023,03:56:33,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:56:43,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:56:52,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:57:02,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:57:11,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:57:21,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:57:30,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.99,839.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.99,821.0,0,0
E12_MIX_8,11/03/2023,03:57:45,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:57:55,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:58:04,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:58:14,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:58:23,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:58:33,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:58:43,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.93,825.0,0,0
E12_MIX_8,11/03/2023,03:58:57,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:59:07,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:59:17,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:59:26,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.94,838.0,0,0
E12_MIX_8,11/03/2023,03:59:36,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:59:45,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,03:59:55,20,60,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.94,843.0,0,0
Estacion_2_Villa_Nueva_Zona_12,11/03/2023,04:00:54,23,56,1018,1132,13,0
E12_MIX_8,11/03/2023,04:00:10,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:00:19,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:00:29,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:00:38,20,60,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:00:48,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:00:58,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:01:07,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,63.0,863.86,823.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.84,840.0,0,0
E12_MIX_8,11/03/2023,04:01:22,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:01:32,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:01:41,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:01:51,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:02:00,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:02:10,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:02:20,20,61,85723.28,0.5,0,NaN
E9_CAP_12,03/11/2023,04:02:32,20.0,65.0,84936.0,657.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.91,855.0,0,0
E9_CAP_12,03/11/2023,04:02:32,20.0,65.0,8492.0,669.0,0,0
E12_MIX_8,11/03/2023,04:02:34,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:02:44,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:02:53,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:03:03,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:03:13,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:03:22,20,61,85723.28,0.5,0,NaN
E12_MIX_8,11/03/2023,04:03:32,20,61,85723.28,0.5,0,NaN
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.91,853.0,0,0
E9_CAP_12,03/11/2023,04:02:32,20.0,65.0,84926.0,671.0,0,0
E11_CAP_1,2023/11/03,01:13:55,20.0,64.0,863.94,845.0,0,0
E9_CAP_12,03/11/2023,04:02:32,20.0,65.0,84921.0,677.0,0,0
E12_MIX_8,11/03/2023,04:03:47,20,61,85723.28,0.5,0,NaN
